name,amount,disregarded
sideretin,1,false
indole-3-carbonyl nitrile,1,false
4-hydroxyindole-3-carbonyl nitrile,1,false
demethylsulochrin,1,false
apo-[methylmalonyl-CoA:pyruvate carboxytransferase],1,false
[methylmalonyl-CoA:pyruvate carboxytransferase],1,false
alpha-L-fucopyranose,1,false
beta-L-fucopyranose,1,false
vancomycin aglycone,1,false
8'-apo-beta-carotenol,1,false
14'-apo-beta-carotenal,1,false
an uncharacterized product,1,false
L-3-cyanoalanine,1,false
-N-methylmethanamine,1,false
3-indole,1,false
cubebol,1,false
6-acetamido-3-aminohexanoate,1,false
6-acetamido-3-oxohexanoate,1,false
delta-guaiene,1,false
2-amino-5-formylamino-6-,1,false
17alpha-hydroxypregnenolone,1,false
a 2-hydroxyflavanone,1,false
sulfoacetate,1,false
N5-methyl-L-glutamine,1,false
5-epi-alpha-selinene,1,false
a long-chain (S)-3-hydroxyacyl-CoA,1,false
a long-chain 3-oxoacyl-CoA,1,false
3-O-methylgallate,1,false
protocatechuate,1,false
a PqqA peptide,1,false
a PqqA peptide with linked Glu-Tyr residues,1,false
[fructose-bisphosphate aldolase]-L-lysine,1,false
"[fructose-bisphosphate aldolase]-N6,N6,N6-trimethyl-L-lysine",1,false
a 3-oxo acid,1,false
a 3-oxoacyl-CoA,1,false
a 3beta-hydroxy-DELTA5-steroid,1,false
an alkylmercury,1,false
1-[thiazole,1,false
guanine15 in tRNA,1,false
beta-cyclopiazonate,1,false
alpha-cyclopiazonate,1,false
tRNA uridine55,1,false
tRNA pseudouridine55,1,false
L-2-aminohexanoate,1,false
2-oxohexanoate,1,false
[tau-protein],1,false
O-phospho-[tau-protein],1,false
protopine,1,false
6-hydroxyprotopine,1,false
"5alpha-androstan-3beta,17beta-diol",1,false
17beta-hydroxy-5alpha-androstan-3-one,1,false
beta-D-fructofuranosyl-alpha-D-mannopyranoside,1,false
a wax ester,1,false
(R)-ipsdienol,1,false
3 5'-deoxyadenosine,1,false
3 L-methionine,1,false
quinoline,1,false
quinolin-2,1,false
"a UDP-2-N,3-O-bis[(3R)-3-hydroxyacyl]-alpha-D-glucosamine",1,false
a lipid X,1,false
alpha-D-galactosyl-diphosphoundecaprenol,1,false
cyclohex-1-ene-1-carbaldehyde,1,false
(S)-beta-macrocarpene,1,false
beta-eudesmol,1,false
L-serine-phosphoethanolamine,1,false
2 all-trans retinal,1,false
2 all-trans-retinal,1,false
(S)-dihydroorotate,1,false
"(4S)-4-hydroxy-5-phosphooxypentane-2,3-dione",1,false
"3-hydroxy-5-phosphooxypentane-2,4-dione",1,false
1-pyrroline-4-hydroxy-2-carboxylate,1,false
beta-selinene,1,false
phenylacetylglycine,1,false
kaempferol 3-O-beta-D-galactoside,1,false
6-phospho-5-dehydro-2-deoxy-D-gluconate,1,false
2 semiquinone,1,false
cyanidin,1,false
2-hydroxy-2-methylpropanoate,1,false
scopolin,1,false
"2,6-dihydroxynicotinate",1,false
5-phospho-D-ribosylamine,1,false
N1-,1,false
all-trans-decaprenyl diphosphate,1,false
methylthioadenosine,1,false
beta-D-ribosylnicotinate,1,false
nicotinate beta-D-ribonucleotide,1,false
N-acetyldemethylphosphinothricin,1,false
kunzeaol,1,false
4-amino-L-phenylalanyl-[CmlP-peptidyl-carrier-protein],1,false
2--L-seryl-[CmlP-peptidyl-carrier-protein],1,false
D-Ala-D-Ala,1,false
2 D-Ala,1,false
"CDP-2,3-bis--sn-glycerol",1,false
1-archaetidyl-1D-myo-inositol 3-phosphate,1,false
beta-D-galactosyl-R,1,false
N-acetyl-alpha-neuraminyl-,1,false
fumitremorgin A,1,false
"3,4-dihydroxypyridine",1,false
L-5-carboxymethylhydantoin,1,false
N-benzyloxycarbonylglycine,1,false
"5--4,6-dihydroxypyridine-2-carboxylate",1,false
L-alanyl-D-glutamate,1,false
L-alanyl-L-glutamate,1,false
"cholest-5-ene-3beta,25-diol",1,false
"cholest-5-ene-3beta,7alpha,25-triol",1,false
5-hydroxypentanoate,1,false
5-hydroxypentanoyl-CoA,1,false
"cis-muurola-3,5-diene",1,false
L-histidine-[translation elongation factor 2],1,false
4-hydroxy-2-oxohexanoate,1,false
"-2-hydroxyhexa-2,4-dienoate",1,false
7-epizingiberene,1,false
N-acylglycine,1,false
15-demethylaclacinomycin T,1,false
holo-[CmaD peptidyl-carrier protein],1,false
L-allo-isoleucyl-[CmaD peptidyl-carrier protein],1,false
[peptide]-glycine,1,false
[peptide]-,1,false
a protopanaxadiol-type ginsenoside with no glycosidic modifications at position 3,1,false
9 malonyl-CoA,1,false
11 NADPH,1,false
10 H+,1,false
9 CoA,1,false
9 CO2,1,false
11 NADP+,1,false
N-terminal L-leucyl-L-glutamyl-[protein],1,false
N-terminal L-leucyl-L-aspartyl-[protein],1,false
"tritrans,heptacis-undecaprenyl phosphate",1,false
beta-tocotrienol,1,false
beta-tocopherol,1,false
alpha-tocopherol,1,false
alpha-tocotrienol,1,false
"-10-hydroperoxy-8,12-octadecadienoate",1,false
"-8-hydroperoxyicosa-5,9,11,14-tetraenoate",1,false
adenine2085 in 23S rRNA,1,false
N6-dimethyladenine2085 in 23S rRNA,1,false
a beta-D-glucuronoside,1,false
a [gamma-glutamyl-L-cysteine]-S-conjugate,1,false
hop-22,1,false
D-allothreonine,1,false
3-O-L-lysyl-1-O-phosphatidylglycerol,1,false
trans-4-hydroxycinnamate,1,false
4-O-beta-D-glucosyl-4-hydroxycinnamate,1,false
-astaxanthin,1,false
an (R)-2-hydroxycarboxylate,1,false
-geranyllinalool,1,false
a D-aminoacyl-tRNA,1,false
glycyl-tRNAAla,1,false
lupinate,1,false
patchoulol,1,false
S-acylglutathione,1,false
a monoterpenyl diphosphate,1,false
N-acetyl-D-galactosaminyl-alpha--N N'-diacetyl-alpha-D-bacillosaminyl-diphospho-tritrans heptacis-undecaprenol,1,false
phenylacetone,1,false
dTDP-4-dehydro-6-deoxy-alpha-D-galactose,1,false
mycophenolic acid O-acyl-glucuronide,1,false
mycophenolate,1,false
a long-chain primary alcohol,1,false
[protein]-S-palmitoyl-L-cysteine,1,false
"nucleoside 3',5'-bisphosphate",1,false
2 columbamine,1,false
2 berberine,1,false
L-tryptophanamide,1,false
(R)-acetoin,1,false
[protein]-N6-D-ribulosyl-L-lysine,1,false
[protein]-N6--L-lysine,1,false
adenine1779/adenine1780 in 18S rRNA,1,false
N6-dimethyladenine1779/N6-dimethyladenine1780 in 18S rRNA,1,false
L-Arabinose,1,false
Zn2+-[zinc-binding protein][side 1],1,false
[zinc-binding protein][side 1],1,false
2-lysophosphatidylcholine,1,false
glycerophosphocholine,1,false
D-firefly luciferin,1,false
firefly oxyluciferin,1,false
adenine1518/adenine1519 in 16S rRNA,1,false
N6-dimethyladenine1518/N6-dimethyladenine1519 in 16S rRNA,1,false
"[ribulose-1,5-bisphosphate carboxylase]-L-lysine",1,false
"[ribulose-1,5-bisphosphate carboxylase]-N6,N6,N6-trimethyl-L-lysine",1,false
linamarin,1,false
dTDP-6-deoxy-beta-L-mannose,1,false
alpha-L-rhamnopyranosyl-,1,false
2-methylpropanal oxime,1,false
2-methylpropanal O-methyloxime,1,false
"N,N-dimethylformamide",1,false
1-alkyl-sn-glycero-3-phosphoethanolamine,1,false
1-alkyl-sn-glycerol 3-phosphate,1,false
D-allo-isoleucine,1,false
cyclic Gp,1,false
pppGpA,1,false
ophiobolin F,1,false
"1-propane-1,3-diol",1,false
"3,4-dimethoxybenzaldehyde",1,false
2-methoxyphenol,1,false
[glycogen-synthase D],1,false
[glycogen-synthase I],1,false
protoporphyrin,1,false
4-sulfomuconolactone,1,false
"cholest-5-ene-3beta,7alpha-diol",1,false
canthaxanthin,1,false
L-fuconate,1,false
2-dehydro-3-deoxy-L-fuconate,1,false
gamma-L-glutamyl-L-cysteinyl-beta-alanine,1,false
acetoin,1,false
stearoyl-[acyl-carrier protein],1,false
oleoyl-[acyl-carrier protein],1,false
3-epihydroxymugineic acid,1,false
3-epihydroxy-2'-deoxymugineic acid,1,false
a 5'-ribonucleotide,1,false
D-arabinitol 1-phosphate,1,false
[cytochrome c]-methionine,1,false
[cytochrome c]-S-methyl-methionine,1,false
6-diazo-5-oxo-L-norleucine,1,false
N-acetyl-6-diazo-5-oxo-L-norleucine,1,false
(R)-nephthenol,1,false
13-cis-retinol,1,false
2-Phosphoglycolate,1,false
4-aminoimidazole,1,false
imidazol-4-one,1,false
"bis 3,1'-phosphate 1-phosphate",1,false
4-hydroxycinnamate,1,false
D-Fuconate,1,false
2-dehydro-3-deoxy-D-fuconate,1,false
2'--3'-dephospho-CoA,1,false
malonate decarboxylase apo-[acyl-carrier protein],1,false
malonate decarboxylase holo-[acyl-carrier protein],1,false
adenine1618 in 23S rRNA,1,false
N6-methyladenine1618 in 23S rRNA,1,false
5-valerolactone,1,false
glutaredoxin disulfide,1,false
UDP-N-acetyl-alpha-D-mannosaminouronate,1,false
"N-acetyl-beta-D-mannosaminouronyl--N-acetyl-alpha-D-glucosaminyl diphospho-ditrans,octacis-undecaprenol",1,false
"L-erythro-3,5-diaminohexanoate",1,false
(S)-5-amino-3-oxohexanoate,1,false
adenosylcobalamin 5'-phosphate,1,false
coenzyme B12,1,false
[protein]-N5-methyl-L-arginine,1,false
[protein]-N6-D-fructosyl-L-lysine,1,false
[protein]-N6-,1,false
N-long-chain-fatty-acyl-L-glutamate,1,false
"2,3-didehydroadipoyl-CoA",1,false
"3-oxo-5,6-didehydrosuberoyl-CoA",1,false
D-allose,1,false
D-allose 6-phosphate,1,false
nerol,1,false
protochlorophyllide,1,false
cyclooctatin,1,false
an hydroxyanthraquinone,1,false
a glucosyloxyanthraquinone,1,false
cembrene C,1,false
an acylcholine,1,false
cinnamyl acetate,1,false
dTDP-L-dihydrostreptose,1,false
streptidine 6-phosphate,1,false
O--alpha-L-dihydrostreptosyl-streptidine 6-phosphate,1,false
2-acetyl-CoA,1,false
CDP-alpha-D-abequose,1,false
adenine1408 in 16S rRNA,1,false
N1-methyladenine1408 in 16S rRNA,1,false
6-O-methylnorlaudanosoline,1,false
nororientaline,1,false
maltose[side 1],1,false
maltose 6'-phosphate[side 2],1,false
3-hydroxy-3-glutaryl-CoA,1,false
7-methyl-3-oxooct-6-enoyl-CoA,1,false
beta-D-Glucose 1-phosphate,1,false
"12,18-didecarboxysiroheme",1,false
[pyruvate kinase] phosphate,1,false
[pyruvate kinase],1,false
sporulenol,1,false
isomaltose,1,false
NTP,1,false
deoxycytidine,1,false
leukotriene B4,1,false
O-alpha-D-galactosyl--1D-myo-inositol,1,false
citramalate,1,false
O3-[N-acetyl-alpha-D-galactosaminyl]-L-threonyl/L-seryl-[protein],1,false
O3-[N-acetyl-beta-D-glucosaminyl--N-acetyl-alpha-D galactosaminyl]-L-threonyl/L-seryl-[protein],1,false
a 2'-hydroxyisoflavone,1,false
trans-4-hydroxy-L-proline betaine,1,false
cis-4-hydroxy-D-proline betaine,1,false
L-proline betaine,1,false
D-proline betaine,1,false
"6-methoxy-3-methyl-2--1,4-benzoquinol",1,false
3-demethylubiquinol,1,false
1-guanidino-1-deoxy-scyllo-inositol,1,false
cyanamide,1,false
5-formyltetrahydrofolate,1,false
oleuropein,1,false
oleuropein aglycone,1,false
4-nitrophenyl phosphate,1,false
presilphiperfolan-8beta-ol,1,false
"Nomega,Nomega'-dimethyl-L-arginine",1,false
hypoxia-inducible factor-L-proline,1,false
hypoxia-inducible factor-trans-4-hydroxy-L-proline,1,false
neopentalenolactone D,1,false
a [PrdC protein with a selenide-sulfide bridge],1,false
a [PrdC protein with thiol/selenol residues],1,false
keto-Oxaloacetate,1,false
enol-oxaloacetate,1,false
N-acetyl-L-histidine,1,false
"1,4-diguanidinobutane",1,false
licodione,1,false
2'-O-methyllicodione,1,false
cytidine 5'-,1,false
"a (4R)-4,2'-dihydroxyisoflavan",1,false
a pterocarpan,1,false
"dTDP-3-acetamido-3,6-dideoxy-alpha-D-galactopyranose",1,false
uracil1939 in 23S rRNA,1,false
5-methyluracil1939 in 23S rRNA,1,false
steroid/in,1,false
steroid/out,1,false
D-Serine,1,false
4-methylamino-4-deanhydrotetracycline,1,false
Mn2+[side 1],1,false
2 acetyl-CoA,1,false
CDP-ribitol,1,false
(2R)-2-amino-4-oxopentanoate,1,false
UDP-N-acetyl-alpha-D-glucosamine 3'-phosphate,1,false
"-2,2,5,9,13-pentamethylcyclopentadeca-4,8,12-trien-1-ol",1,false
CoA-disulfide,1,false
L-tyrosyl-L-arginine,1,false
a kinesin associated with a microtubule at position n-1,1,false
2 ferrocytochrome,1,false
2 ferricytochrome,1,false
12-ethyl-8-isobutyl-3-vinylbacteriochlorophyllide d,1,false
10-deacetyl-2-debenzoylbaccatin III,1,false
2 catechol,1,false
"2 1,2-benzoquinone",1,false
methylmalonate,1,false
a C21 steroid,1,false
a 21-hydroxy-C21-steroid,1,false
L-2-acetamido-6-oxoheptanedioate,1,false
2 gamma-glutamylcysteine,1,false
bis-gamma-glutamylcystine,1,false
penicillin,1,false
6-aminopenicillanate,1,false
2 D-glyceraldehyde 3-phosphate,1,false
3-demethylubiquinol-n,1,false
ubiquinol-n,1,false
a bacteriochlorophyllide d,1,false
cannabidiolate,1,false
1-haloalkane,1,false
protein tyrosine-O-sulfate,1,false
"N-succinyl-L-2,6-diaminoheptanedioate",1,false
uracil747 in 23S rRNA,1,false
5-methyluracil747 in 23S rRNA,1,false
alpha-D-sedoheptulopyranose 7-phosphate,1,false
Nomega-phospho-L-arginine,1,false
anisole,1,false
guanine748 in 23S rRNA,1,false
N1-methylguanine748 in 23S rRNA,1,false
"2,5-diamino-6-hydroxy-4-",1,false
versicolorin B,1,false
lipid A 4'-,1,false
lipid A 1-,1,false
2-dehydro-L-gulonate,1,false
ethyl (S)-3-hydroxyhexanoate,1,false
casbene,1,false
"cyanidin 3,5-di-O-beta-D-glucoside",1,false
"1D-myo-inositol 1,2,3,5,6-pentakisphosphate",1,false
demethyl-4-deoxygadusol,1,false
"3beta-hydroxy-15,16-epoxydolabrene",1,false
detyrosinated alpha-tubulin,1,false
alpha-tubulin,1,false
kanamycin,1,false
kanamycin 3'-phosphate,1,false
-averufin,1,false
8-ethyl-12-methyl-3-vinylbacteriochlorophyllide d,1,false
"1,4-benzoquinone",1,false
[cullin]-L-lysine,1,false
[cullin]-N6-[NEDD8-protein]-yl-L-lysine,1,false
guanine745 in 23S rRNA,1,false
N1-methylguanine745 in 23S rRNA,1,false
glucarolactone,1,false
O-sinapoylglucarolactone,1,false
skatole,1,false
alpha-maltose 1-phosphate,1,false
"-trans-acenaphthene-1,2-diol",1,false
acenaphthenequinone,1,false
DELTA9-tetrahydrocannabinolate,1,false
xanthopterin-B2,1,false
mycoredoxin disulfide,1,false
[procollagen]-L-proline,1,false
[procollagen]-trans-3-hydroxy-L-proline,1,false
"3-hydroxy-16-methoxy-2,3-dihydrotabersonine",1,false
4-coumaroylshikimate,1,false
S-mycothiol,1,false
S-formylmycothiol,1,false
diphospho-myo-inositol polyphosphate,1,false
myo-inositol polyphosphate,1,false
(R)-2-hydroxyacid,1,false
2-oxoacid,1,false
dithioerythritol,1,false
"4,5-cis-dihydroxy-1,2-dithiacyclohexane",1,false
L-Arabinonate,1,false
nucleoside 3'-phosphate,1,false
NMNH,1,false
a flavonol 7-O-beta-D-glucoside,1,false
2-epi-valiolone,1,false
a DELTA7-sterol,1,false
"a DELTA5,7-sterol",1,false
pentadecanal,1,false
-3-hydroxy-1-pyrroline-5-carboxylate,1,false
cis-p-coumarate,1,false
4'-O-beta-D-glucosyl-cis-p-coumarate,1,false
[glutamine synthetase]-O4--L-tyrosine,1,false
an [L-cysteinylglycine]-S-conjugate,1,false
Protoaphin aglucone,1,false
xanthoaphin,1,false
guanosine2251 in 23S rRNA,1,false
2'-O-methylguanosine2251 in 23S rRNA,1,false
"1,2-bisethylene",1,false
2 vanillin,1,false
6 oxidized adrenodoxin,1,false
-22-hydroxycholesterol,1,false
"-20,22-dihydroxy-cholesterol",1,false
O-feruloylgalactarate,1,false
a flavanone 7-O-[alpha-L-rhamnosyl-,1,false
(-)-spiroviolene,1,false
2 ferricytochrome b1,1,false
2 ferrocytochrome b1,1,false
benzyl benzoate,1,false
2-[propyl]-L-histidine-[translation elongation factor 2],1,false
"-13-hydroperoxyoctadeca-9,11,15-trienoate",1,false
"-13-hydroperoxyoctadeca-9,11-dienoate",1,false
malonamoyl-[OxyC acyl-carrier protein],1,false
8 malonyl-CoA,1,false
"18-carbamoyl-3,5,7,9,11,13,15,17-octaoxooctadecanoyl-[OxyC acyl-carrier protein]",1,false
8 CO2,1,false
a long-chain (3S)-3-hydroxyacyl-CoA,1,false
a long-chain trans-2-enoyl-CoA,1,false
cytidine2498 in 23S rRNA,1,false
2'-O-methylcytidine2498 in 23S rRNA,1,false
alpha-longipinene,1,false
O-sinapoylglucarate,1,false
propynoate,1,false
tsukubadiene,1,false
5-amino-5-deoxy-3-dehydroshikimate,1,false
alpha-carotene,1,false
alpha-cryptoxanthin,1,false
zeinoxanthin,1,false
a cis-alkene,1,false
D-glucosyl-sphingosine,1,false
an N-acyl-sphingosylphosphorylcholine,1,false
sphingosylphosphorylcholine,1,false
glycerol 2-phosphate,1,false
haloacetate,1,false
guanine46 in tRNA,1,false
N7-methylguanine46 in tRNA,1,false
4-hydroxy-L-proline,1,false
4-oxoproline,1,false
3-oxo-D-isoapionate,1,false
2 (-)-bisdechlorogeodin,1,false
3 quinone,1,false
3 quinol,1,false
serine phosphoethanolamine,1,false
serine,1,false
[ThiI sulfur-carrier protein]-S-sulfanyl-L-cysteine,1,false
uracil in tRNA,1,false
4-thiouracil in tRNA,1,false
[ThiI sulfur-carrier protein]-L-cysteine,1,false
5'-acylphosphoadenosine,1,false
an anthocyanidin 3-O-sophoroside,1,false
tRNASer,1,false
L-seryl-tRNASer,1,false
"3alpha,7alpha,12beta-trihydroxy-5beta-cholan-24-oate",1,false
"cis-1,2-dihydrobenzene-1,2-diol",1,false
bracteatin 6-O-beta-D-glucoside,1,false
glycogenin,1,false
alpha-D-glucosylglycogenin,1,false
(S)-limonene,1,false
ADP-sugar,1,false
4'-phosphopantetheine,1,false
chitin,1,false
chitosan,1,false
n dNTP,1,false
ssDNA/pppdN diphosphate,1,false
2 sucrose,1,false
beta-D-fructofuranosyl--beta-D-fructofuranosyl alpha-D-glucopyranoside,1,false
beta-D-fructose 6-phosphate,1,false
juvenile hormone I,1,false
juvenile hormone I acid,1,false
1-organyl-2-lyso-sn-glycero-3-phospholipid,1,false
1-alkyl-2-lyso-sn-glycero-3-phosphocholine,1,false
1-organyl-2-acetyl-sn-glycero-3-phospholipid,1,false
"7,8-dihydroxanthopterin",1,false
3-chloro-L-alanine,1,false
thioglycolate,1,false
S-carboxymethyl-L-cysteine,1,false
coenzyme F420-0,1,false
cytosine in single-stranded DNA,1,false
uracil in single-stranded DNA,1,false
aminocephalosporinate,1,false
N-feruloylglycine,1,false
"3-D-glucosyl-1,2-diacyl-sn-glycerol",1,false
[heparosan]-D-glucuronate,1,false
[acharan]-L-iduronate,1,false
ricinine,1,false
3-carboxy-4-methoxy-N-methyl-2-pyridone,1,false
oligosaccharide-[oligosaccharide-binding protein][side 1],1,false
oligosaccharide[side 2],1,false
[oligosaccharide-binding protein][side 1],1,false
flavuxanthin,1,false
"androstan-3alpha,17beta-diol",1,false
17beta-hydroxyandrostan-3-one,1,false
1-organyl-2-acyl-sn-glycero-3-phosphocholine,1,false
1-organyl-2-acyl-sn-glycero-3-phosphoethanolamine,1,false
cytidine56 in tRNA,1,false
2'-O-methylcytidine56 in tRNA,1,false
"bis-D-fructose 2',1:2,1'-dianhydride",1,false
5-epi-valiolone,1,false
coenzyme alpha-F420-3,1,false
3-cyano-L-alanine,1,false
N-acetylindoxyl,1,false
N-acetylisatin,1,false
L-myo-inositol 1-phosphate,1,false
"P1,P4-bis",1,false
cytidine34 in tRNA,1,false
2'-O-methylcytidine34 in tRNA,1,false
5-carboxymethylaminomethyluridine34 in tRNALeu,1,false
5-carboxymethylaminomethyl-2'-O-methyluridine34 in tRNALeu,1,false
[myosin light-chain] phosphate,1,false
[myosin light-chain],1,false
24-methylenelophenol,1,false
(Z)-24-ethylidenelophenol,1,false
a sulfamate,1,false
"2-N,6-O-disulfo-D-glucosamine",1,false
2-N-sulfo-D-glucosamine,1,false
deacetylisoipecoside,1,false
1-organyl-2-arachidonoyl-sn-glycero-3-phosphocholine,1,false
1-organyl-2-arachidonoyl-sn-glycero-3-phosphoethanolamine,1,false
D-4-hydroxyphenylglycine,1,false
4-hydroxyphenylglyoxylate,1,false
propene,1,false
"1,2-epoxypropane",1,false
a mycothiol S-conjugate,1,false
an N-acetyl L-cysteine-S-conjugate,1,false
1-O--1D-myo-inositol,1,false
deacetylipecoside,1,false
dolichyl N-acetyl-alpha-D-glucosaminyl phosphate,1,false
hexano-6-lactone,1,false
[mannuronan]-beta-D-mannuronate,1,false
[alginate]-alpha-L-guluronate,1,false
2 putrescine,1,false
an 11-oxosteroid,1,false
cytidine32/guanosine34 in tRNA,1,false
2'-O-methylcytidine32/2'-O-methylguanosine34 in tRNA,1,false
D-mannose[side 1],1,false
D-mannose 6-phosphate[side 2],1,false
a 2-halobenzoate,1,false
a halide anion,1,false
3 reduced flavodoxin,1,false
3 oxidized flavodoxin,1,false
5-epi-valiolone 7-phosphate,1,false
viomycin,1,false
O-phosphoviomycin,1,false
atrazine,1,false
D-hamamelose,1,false
D-hamamelose 2'-phosphate,1,false
1-O-alpha-D-galactosyl-sn-glycerol 3-phosphate,1,false
taurocyamine,1,false
N-phosphotaurocyamine,1,false
a 7-oxoheptanoyl-[acyl-carrier protein],1,false
a pimeloyl-[acyl-carrier protein],1,false
pinosylvin,1,false
cholest-5-en-3-one,1,false
[protein]-N4-,1,false
"cob(II)yrinic acid a,c-diamide",1,false
dihydrobiochanin A,1,false
biochanin A,1,false
urate D-ribonucleoside,1,false
pyocyanin,1,false
N-formyl-D-kynurenine,1,false
D-alanyl-D-serine,1,false
protein C-terminal S-farnesyl-L-cysteine,1,false
protein C-terminal S-farnesyl-L-cysteine methyl ester,1,false
dimethylglycine,1,false
cytidine 3'-phospho-5'-diphosphoramidate,1,false
an archaeal dolichyl N-acetyl-alpha-D-glucosaminyl phosphate,1,false
an archaeal dolichyl 3-O--N-acetyl-alpha-D-glucosaminyl phosphate,1,false
beta-glucan[side 1],1,false
beta-glucan[side 2],1,false
4-carboxy-2-hydroxymuconate semialdehyde hemiacetal,1,false
6-hydroxyhexan-6-olide,1,false
4'-O-demethylrebeccamycin,1,false
dichloro-arcyriaflavin A,1,false
(R)-mandelate,1,false
N-acetyl-D-galactosaminoglycan,1,false
D-galactosaminoglycan,1,false
phosphatidylglycerophosphate,1,false
(E)-phenylacetaldehyde oxime,1,false
S-[acetimidoyl]-L-glutathione,1,false
protoasukamycin,1,false
4-hydroxyprotoasukamycin,1,false
3-deoxyoctulosonyl-lipopolysaccharide,1,false
3-deoxyoctulosonic acid,1,false
(2S)-3-sulfolactate,1,false
(S)-1-phenylethanol,1,false
cyclohexanol,1,false
5-enolpyruvoyl-6-hydroxy-2-succinyl-cyclohex-3-ene-1-carboxylate,1,false
a phosphatidylethanolamine,1,false
5'-deoxy-5'-fluoroadenosine,1,false
"-2-hydroxybutane-1,2,3-tricarboxylate",1,false
teichoic acid[side 1],1,false
teichoic acid[side 2],1,false
adenine in double-stranded RNA,1,false
hypoxanthine in double-stranded RNA,1,false
2-Methyleneglutarate,1,false
2-methylene-3-methylsuccinate,1,false
methyl salicylate,1,false
L-1-phosphatidyl-sn-glycerol,1,false
a [prolipoprotein]-L-cysteine,1,false
"an [prolipoprotein]-S-1,2-diacyl-sn-glyceryl-L-cysteine",1,false
trichloroethene,1,false
tetrachloroethene,1,false
"1,3,7-trimethyl-5-hydroxyisourate",1,false
4-fluoro-L-threonine,1,false
L-Fuculose 1-phosphate,1,false
cytosine6666 in apolipoprotein B mRNA,1,false
uracil6666 in apolipoprotein B mRNA,1,false
N2-citryl-N6-acetyl-N6-hydroxy-L-lysine,1,false
aerobactin,1,false
"-3-hydroxytetradecane-1,3,4-tricarboxylate",1,false
4-carboxy-2-hydroxymuconate semialdehyde,1,false
N-benzoylanthranilate,1,false
a methylated amine,1,false
cytosine38 in tRNA,1,false
5-methylcytosine38 in tRNA,1,false
cremeomycin,1,false
UDP-N-acetyl-alpha-D-muramoyl-L-alanyl-gamma-D-glutamyl-Nepsilon-D lysine,1,false
gamma-L-glutamylputrescine,1,false
a nitroalkane,1,false
an aldehyde or ketone,1,false
alpha-amyrin,1,false
cutin,1,false
cutin monomers,1,false
"tritrans,heptacis-undecaprenyl diphosphooligosaccharide",1,false
a glycoprotein with the oligosaccharide chain attached by N-beta-D-glycosyl linkage to protein L-asparagine,1,false
(Z)-phenylacetaldehyde oxime,1,false
2 Na+[side 1],1,false
2 Na+[side 2],1,false
N6-acetyl-N2-citryl-N6-hydroxy-L-lysine,1,false
"3',5'-cyclic GMP",1,false
lipid A-core oligosaccharide[side 1],1,false
lipid A-core oligosaccharide[side 2],1,false
S-methyl-3-phospho-1-thio-D-glycerate,1,false
S-methyl-1-thio-D-glycerate,1,false
"7,8-dihydropteroate",1,false
"7,8-dihydropteroylglutamate",1,false
tetradecanoyl-CoA,1,false
an N-terminal-N-tetradecanoylglycyl-[protein],1,false
2'''-acetyl-6'''-deamino-6'''-hydroxyneomycin C,1,false
adenine37 in tRNAAla,1,false
hypoxanthine37 in tRNAAla,1,false
3-amino-3-,1,false
vestitone,1,false
2 D-alanine,1,false
[protein]-S8-aminomethyldihydrolipoyllysine,1,false
[protein]-dihydrolipoyllysine,1,false
10 malonyl-CoA,1,false
sorbitol 6-phosphate,1,false
sorbitol,1,false
"quercetin 3,7,3'-trissulfate",1,false
"quercetin 3,4'-bissulfate",1,false
phosphoramidate,1,false
alpha-D-hexose 1-phosphate,1,false
5'-dephospho-DNA,1,false
5'-phospho-DNA,1,false
cytosine8 in tRNA,1,false
uracil8 in tRNA,1,false
lovastatin acid,1,false
1-O-galloyl-beta-D-glucose,1,false
"1,2,3,6-tetrakis-O-galloyl-beta-D-glucose",1,false
"1,2,3,4,6-pentakis-O-galloyl-beta-D-glucose",1,false
an alpha-D-glucuronoside,1,false
a 2-deoxystreptamine antibiotic,1,false
N3-acetyl-2-deoxystreptamine antibiotic,1,false
21S rRNA uridine2819,1,false
21S rRNA pseudouridine2819,1,false
allyl alcohol,1,false
acrolein,1,false
2-isopropylmaleate,1,false
(2S)-2-isopropylmalate,1,false
[50S ribosomal protein L16]-L-Arg81,1,false
[50S ribosomal protein L16]-(3R)-3-hydroxy-L-Arg81,1,false
N-Acetylarylalkylamine,1,false
arylalkylamine,1,false
beta-D-fructofuranose 2-phosphate,1,false
luteolin 7-O-[beta-D-glucuronosyl--beta-D-glucuronide],1,false
2 4-hydroxyphenylpyruvate,1,false
2 4-hydroxyphenylacetate,1,false
2 malonyl-CoA,1,false
a 1-gamma-linolenoyl 2-acyl-sn-glycerol 3-phosphate,1,false
a 1-stearidonoyl 2-acyl-sn-glycerol 3-phosphate,1,false
a 1-alpha-linolenoyl-2-acyl-[glycerolipid],1,false
a 1-linoleoyl 2-acyl-sn-glycerol 3-phosphate,1,false
a 1-alpha-linolenoyl 2-acyl-sn-glycerol 3-phosphate,1,false
a 1-stearidonoyl-2-acyl-[glycerolipid],1,false
quinine,1,false
3-hydroxyquinine,1,false
[receptor-protein],1,false
[receptor-protein] phosphate,1,false
D-glyceraldehyde-3-phosphate,1,false
3-acetoacetyl-CoA,1,false
8-demethyltetracenomycin C,1,false
an N-acyl-aromatic-L-amino acid,1,false
an aromatic-L-amino acid,1,false
